0,1,2,3,4,5,6,7,8,9,10,11,12,13,true_label,predicted_label
45.0,0.0,10.0,33658.0,0.0,41.0,15.0,4.0,2.0,1.0,0.0,2.0,39.0,11.0,1,0
40.0,0.0,9.0,165017.0,0.0,68.0,11.0,4.0,4.0,1.0,0.0,2.0,22.0,10.0,1,0
50.0,0.0,9.0,165937.0,0.0,47.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
50.0,0.0,13.0,197038.0,0.0,47.0,9.0,4.0,1.0,1.0,0.0,2.0,39.0,10.0,0,1
50.0,0.0,10.0,214242.0,0.0,44.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
50.0,0.0,10.0,105803.0,0.0,35.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
20.0,0.0,11.0,172425.0,0.0,39.0,8.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,1,0
40.0,0.0,16.0,137065.0,0.0,54.0,10.0,4.0,7.0,0.0,1.0,4.0,39.0,4.0,1,0
40.0,0.0,9.0,283122.0,0.0,38.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
60.0,0.0,16.0,113481.0,0.0,35.0,10.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
30.0,0.0,13.0,243165.0,0.0,34.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,8.0,1,0
40.0,0.0,13.0,355856.0,0.0,37.0,9.0,1.0,4.0,1.0,0.0,2.0,1.0,3.0,1,0
45.0,0.0,13.0,176063.0,0.0,44.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,9.0,167651.0,0.0,53.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,12.0,201531.0,0.0,37.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,9.0,361494.0,0.0,59.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
60.0,0.0,9.0,167482.0,0.0,39.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,8.0,1,0
40.0,0.0,13.0,145964.0,0.0,24.0,9.0,4.0,4.0,1.0,4.0,4.0,39.0,4.0,1,0
45.0,0.0,10.0,103395.0,0.0,40.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,38240.0,0.0,48.0,11.0,4.0,5.0,1.0,0.0,2.0,39.0,5.0,1,0
70.0,0.0,11.0,30575.0,0.0,48.0,8.0,4.0,5.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,13.0,100669.0,0.0,34.0,9.0,1.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
48.0,0.0,10.0,185832.0,0.0,43.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,12.0,388725.0,0.0,43.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,9.0,95303.0,0.0,65.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,1,0
60.0,0.0,9.0,250504.0,0.0,35.0,11.0,2.0,1.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,7.0,175641.0,0.0,44.0,1.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
35.0,0.0,10.0,47902.0,0.0,41.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,13.0,189721.0,0.0,59.0,9.0,4.0,4.0,1.0,0.0,2.0,22.0,6.0,1,0
50.0,0.0,9.0,374313.0,0.0,22.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
60.0,0.0,13.0,52822.0,0.0,59.0,9.0,4.0,5.0,1.0,0.0,2.0,39.0,3.0,0,1
48.0,0.0,9.0,207202.0,0.0,38.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,10.0,47310.0,0.0,36.0,15.0,2.0,1.0,0.0,4.0,0.0,39.0,4.0,1,0
40.0,0.0,11.0,314007.0,0.0,39.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,0,1
30.0,0.0,15.0,247986.0,0.0,63.0,14.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
65.0,0.0,13.0,36214.0,0.0,37.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,146574.0,0.0,54.0,11.0,4.0,5.0,1.0,0.0,2.0,39.0,3.0,1,0
55.0,0.0,10.0,121874.0,0.0,44.0,15.0,4.0,4.0,1.0,4.0,0.0,39.0,12.0,1,0
60.0,0.0,4.0,379118.0,0.0,47.0,5.0,2.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,82049.0,0.0,41.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,328216.0,0.0,46.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
56.0,0.0,11.0,183486.0,0.0,48.0,8.0,4.0,7.0,0.0,4.0,0.0,39.0,10.0,1,0
40.0,0.0,10.0,75167.0,0.0,30.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,9.0,357848.0,0.0,47.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
55.0,0.0,10.0,44728.0,0.0,52.0,15.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,9.0,28887.0,0.0,37.0,11.0,4.0,7.0,1.0,0.0,2.0,39.0,7.0,1,0
40.0,0.0,10.0,213179.0,0.0,32.0,15.0,4.0,4.0,1.0,3.0,0.0,39.0,3.0,1,0
40.0,0.0,9.0,70447.0,0.0,26.0,11.0,1.0,7.0,1.0,0.0,2.0,39.0,11.0,1,0
42.0,0.0,11.0,33983.0,0.0,36.0,8.0,4.0,4.0,1.0,1.0,4.0,39.0,1.0,1,0
40.0,0.0,9.0,236021.0,0.0,42.0,11.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,1,0
40.0,0.0,9.0,350440.0,0.0,45.0,11.0,1.0,4.0,1.0,0.0,2.0,39.0,4.0,1,0
50.0,0.0,14.0,150057.0,0.0,39.0,12.0,4.0,4.0,1.0,1.0,4.0,39.0,12.0,1,0
40.0,0.0,9.0,29859.0,1485.0,63.0,11.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
42.0,0.0,11.0,57635.0,0.0,25.0,8.0,4.0,4.0,0.0,5.0,2.0,39.0,12.0,1,0
40.0,0.0,14.0,107682.0,0.0,45.0,12.0,4.0,4.0,0.0,1.0,0.0,39.0,4.0,1,0
40.0,0.0,13.0,207685.0,0.0,41.0,9.0,4.0,1.0,1.0,1.0,4.0,39.0,4.0,1,0
45.0,0.0,9.0,304651.0,0.0,38.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
60.0,0.0,10.0,187355.0,0.0,56.0,15.0,4.0,5.0,0.0,5.0,2.0,2.0,12.0,1,0
40.0,0.0,9.0,86551.0,0.0,39.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,8.0,1,0
70.0,0.0,13.0,269722.0,0.0,39.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
55.0,0.0,10.0,25803.0,0.0,39.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,9.0,137522.0,0.0,39.0,11.0,1.0,4.0,1.0,0.0,2.0,0.0,7.0,1,0
50.0,0.0,14.0,284329.0,0.0,53.0,12.0,4.0,6.0,1.0,1.0,0.0,39.0,4.0,1,0
40.0,0.0,13.0,44671.0,0.0,46.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,11.0,0,1
60.0,0.0,13.0,110490.0,0.0,55.0,9.0,4.0,2.0,0.0,5.0,2.0,39.0,10.0,0,1
40.0,0.0,10.0,338290.0,0.0,43.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
60.0,0.0,13.0,201522.0,0.0,42.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,13.0,126701.0,0.0,40.0,9.0,4.0,4.0,1.0,1.0,3.0,39.0,4.0,1,0
40.0,0.0,13.0,65160.0,0.0,50.0,9.0,4.0,1.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,5.0,178215.0,0.0,45.0,6.0,4.0,4.0,0.0,5.0,2.0,39.0,7.0,1,0
40.0,0.0,9.0,121124.0,0.0,47.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,245873.0,0.0,51.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,0,1
40.0,0.0,10.0,183810.0,0.0,58.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
35.0,0.0,15.0,148576.0,0.0,47.0,14.0,4.0,2.0,1.0,0.0,2.0,39.0,10.0,0,1
42.0,0.0,10.0,115066.0,0.0,34.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,1,0
40.0,0.0,13.0,150389.0,0.0,63.0,9.0,4.0,0.0,0.0,1.0,6.0,39.0,0.0,1,0
40.0,0.0,10.0,200783.0,0.0,54.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,10.0,341695.0,0.0,64.0,15.0,4.0,1.0,0.0,5.0,2.0,39.0,1.0,1,0
45.0,0.0,13.0,199224.0,0.0,25.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,1,0
40.0,0.0,14.0,104973.0,0.0,44.0,12.0,4.0,6.0,1.0,0.0,2.0,39.0,5.0,1,0
40.0,0.0,9.0,316000.0,0.0,58.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,1,0
40.0,0.0,14.0,200453.0,0.0,59.0,12.0,4.0,5.0,1.0,0.0,2.0,39.0,12.0,0,1
60.0,0.0,9.0,427474.0,0.0,33.0,11.0,4.0,6.0,1.0,0.0,2.0,39.0,12.0,1,0
35.0,0.0,10.0,172907.0,0.0,84.0,15.0,4.0,5.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,10.0,60722.0,0.0,37.0,15.0,1.0,4.0,0.0,1.0,0.0,24.0,4.0,1,0
10.0,0.0,9.0,186350.0,0.0,68.0,11.0,4.0,4.0,0.0,1.0,6.0,39.0,4.0,1,0
40.0,0.0,12.0,157069.0,0.0,53.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
50.0,0.0,9.0,133969.0,0.0,45.0,11.0,1.0,6.0,1.0,0.0,2.0,35.0,12.0,1,0
80.0,0.0,10.0,127678.0,0.0,47.0,15.0,4.0,5.0,1.0,0.0,2.0,39.0,12.0,0,1
45.0,0.0,9.0,76371.0,0.0,68.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,6.0,1,0
40.0,0.0,10.0,233327.0,0.0,35.0,15.0,4.0,2.0,1.0,0.0,2.0,39.0,11.0,0,1
40.0,0.0,14.0,135285.0,0.0,60.0,12.0,4.0,6.0,1.0,0.0,2.0,39.0,10.0,0,1
37.0,0.0,12.0,97933.0,1485.0,30.0,7.0,4.0,4.0,0.0,5.0,2.0,39.0,14.0,1,0
45.0,0.0,14.0,218676.0,0.0,47.0,12.0,4.0,6.0,1.0,0.0,2.0,39.0,4.0,0,1
48.0,0.0,10.0,401832.0,0.0,39.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
45.0,0.0,14.0,156464.0,0.0,30.0,12.0,4.0,4.0,1.0,1.0,4.0,39.0,10.0,1,0
40.0,0.0,10.0,250038.0,0.0,26.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
84.0,0.0,11.0,139916.0,2179.0,41.0,8.0,3.0,5.0,1.0,0.0,2.0,26.0,12.0,0,1
60.0,0.0,13.0,35295.0,0.0,53.0,9.0,4.0,6.0,1.0,4.0,4.0,39.0,12.0,1,0
40.0,10566.0,9.0,82388.0,0.0,62.0,11.0,4.0,6.0,1.0,0.0,2.0,39.0,3.0,0,1
50.0,0.0,9.0,76212.0,0.0,66.0,11.0,4.0,5.0,1.0,0.0,2.0,39.0,14.0,1,0
47.0,0.0,9.0,189843.0,0.0,31.0,11.0,4.0,2.0,1.0,1.0,0.0,39.0,11.0,1,0
40.0,0.0,9.0,215389.0,0.0,48.0,11.0,2.0,1.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,9.0,147206.0,0.0,40.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
30.0,0.0,10.0,195733.0,0.0,65.0,15.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
60.0,0.0,13.0,115932.0,0.0,43.0,9.0,4.0,4.0,1.0,1.0,4.0,39.0,12.0,1,0
40.0,0.0,10.0,383745.0,1485.0,29.0,15.0,4.0,2.0,1.0,0.0,2.0,39.0,11.0,1,0
50.0,0.0,10.0,190072.0,0.0,48.0,15.0,4.0,4.0,1.0,1.0,0.0,39.0,4.0,1,0
50.0,0.0,14.0,158926.0,0.0,43.0,12.0,1.0,4.0,0.0,5.0,2.0,35.0,10.0,0,1
40.0,0.0,9.0,256362.0,0.0,32.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
35.0,0.0,10.0,200515.0,0.0,28.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,8.0,1,0
40.0,0.0,9.0,165599.0,0.0,42.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,6.0,1,0
24.0,0.0,10.0,168837.0,0.0,45.0,15.0,4.0,4.0,0.0,5.0,2.0,2.0,1.0,1,0
40.0,0.0,11.0,383322.0,0.0,28.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
48.0,0.0,13.0,410450.0,0.0,28.0,9.0,4.0,4.0,0.0,4.0,0.0,9.0,8.0,1,0
40.0,0.0,11.0,393768.0,0.0,55.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,9.0,405309.0,0.0,46.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
40.0,0.0,10.0,322171.0,0.0,35.0,15.0,4.0,4.0,0.0,5.0,2.0,39.0,8.0,1,0
50.0,0.0,12.0,188246.0,0.0,31.0,7.0,4.0,4.0,1.0,1.0,0.0,39.0,3.0,1,0
24.0,0.0,9.0,114580.0,0.0,40.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,4.0,1,0
40.0,0.0,10.0,152621.0,0.0,36.0,15.0,4.0,4.0,1.0,0.0,2.0,2.0,3.0,1,0
35.0,0.0,11.0,283917.0,0.0,41.0,8.0,4.0,7.0,1.0,0.0,2.0,39.0,10.0,1,0
60.0,0.0,10.0,397466.0,0.0,48.0,15.0,4.0,6.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,10.0,467108.0,0.0,34.0,15.0,4.0,4.0,1.0,1.0,4.0,39.0,10.0,1,0
40.0,0.0,15.0,172104.0,0.0,36.0,14.0,3.0,4.0,1.0,1.0,4.0,19.0,10.0,1,0
50.0,0.0,9.0,184553.0,0.0,57.0,11.0,4.0,6.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,10.0,23074.0,0.0,49.0,15.0,4.0,4.0,0.0,1.0,6.0,39.0,4.0,1,0
40.0,0.0,9.0,198078.0,0.0,61.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,9.0,208577.0,0.0,29.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,1,0
38.0,0.0,13.0,394860.0,0.0,46.0,9.0,4.0,7.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,9.0,395736.0,0.0,59.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,6.0,1,0
40.0,0.0,9.0,47392.0,0.0,57.0,11.0,4.0,2.0,1.0,0.0,2.0,39.0,4.0,1,0
58.0,0.0,13.0,237879.0,0.0,58.0,9.0,4.0,2.0,1.0,0.0,2.0,39.0,10.0,0,1
50.0,0.0,13.0,142712.0,0.0,28.0,9.0,4.0,4.0,1.0,1.0,4.0,39.0,4.0,1,0
40.0,0.0,14.0,154568.0,0.0,38.0,12.0,1.0,4.0,1.0,0.0,2.0,0.0,4.0,0,1
40.0,0.0,9.0,278322.0,0.0,49.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
55.0,0.0,10.0,62669.0,0.0,35.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,1,0
80.0,0.0,9.0,139730.0,0.0,25.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
45.0,0.0,12.0,405793.0,0.0,28.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,1,0
40.0,0.0,10.0,193036.0,0.0,34.0,15.0,2.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
45.0,0.0,13.0,250724.0,0.0,34.0,9.0,4.0,4.0,1.0,0.0,2.0,23.0,12.0,0,1
40.0,0.0,9.0,91037.0,0.0,36.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,1,0
45.0,0.0,9.0,195554.0,0.0,45.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,7.0,1,0
25.0,0.0,9.0,178866.0,0.0,43.0,11.0,4.0,4.0,0.0,5.0,2.0,39.0,1.0,1,0
40.0,0.0,10.0,154668.0,0.0,41.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,13.0,194740.0,0.0,30.0,9.0,4.0,2.0,1.0,0.0,2.0,39.0,11.0,0,1
55.0,0.0,10.0,79531.0,0.0,42.0,15.0,4.0,6.0,1.0,0.0,2.0,39.0,4.0,1,0
50.0,0.0,10.0,160614.0,0.0,33.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,4.0,0,1
43.0,0.0,11.0,173682.0,0.0,41.0,8.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
60.0,0.0,11.0,466498.0,0.0,56.0,8.0,2.0,7.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,319280.0,0.0,30.0,11.0,4.0,2.0,1.0,0.0,2.0,39.0,11.0,1,0
72.0,0.0,9.0,96129.0,0.0,40.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
35.0,0.0,9.0,188220.0,0.0,66.0,11.0,4.0,2.0,0.0,4.0,6.0,39.0,1.0,1,0
32.0,0.0,10.0,252413.0,0.0,60.0,15.0,3.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
65.0,0.0,10.0,373606.0,0.0,48.0,15.0,4.0,6.0,1.0,4.0,0.0,39.0,12.0,1,0
60.0,0.0,13.0,126569.0,0.0,37.0,9.0,4.0,5.0,1.0,0.0,2.0,39.0,3.0,0,1
40.0,0.0,11.0,196584.0,1564.0,45.0,8.0,4.0,4.0,0.0,1.0,4.0,39.0,10.0,1,0
40.0,0.0,13.0,230568.0,0.0,61.0,9.0,4.0,4.0,1.0,1.0,0.0,39.0,1.0,1,0
38.0,0.0,13.0,177305.0,0.0,38.0,9.0,4.0,2.0,1.0,0.0,2.0,39.0,10.0,0,1
45.0,0.0,10.0,198692.0,0.0,42.0,15.0,4.0,6.0,1.0,0.0,2.0,39.0,3.0,1,0
40.0,0.0,9.0,30030.0,0.0,57.0,11.0,2.0,1.0,1.0,0.0,2.0,39.0,3.0,1,0
99.0,0.0,13.0,185195.0,0.0,55.0,9.0,4.0,6.0,1.0,0.0,2.0,39.0,4.0,0,1
50.0,0.0,10.0,151504.0,0.0,44.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,9.0,174964.0,0.0,52.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,1,0
50.0,0.0,16.0,34037.0,0.0,42.0,10.0,4.0,4.0,1.0,1.0,4.0,39.0,10.0,0,1
45.0,0.0,13.0,212448.0,0.0,57.0,9.0,4.0,4.0,0.0,1.0,0.0,39.0,4.0,1,0
60.0,0.0,9.0,196348.0,0.0,36.0,11.0,4.0,7.0,1.0,0.0,2.0,39.0,4.0,1,0
70.0,0.0,13.0,53481.0,0.0,58.0,9.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,0,1
70.0,0.0,9.0,121055.0,0.0,31.0,11.0,4.0,2.0,1.0,0.0,2.0,39.0,3.0,1,0
24.0,0.0,15.0,89391.0,0.0,81.0,14.0,4.0,0.0,1.0,0.0,2.0,39.0,0.0,1,0
60.0,0.0,9.0,342907.0,0.0,46.0,11.0,2.0,6.0,1.0,0.0,2.0,39.0,12.0,1,0
40.0,0.0,13.0,123598.0,0.0,46.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,12.0,0,1
40.0,0.0,13.0,186269.0,0.0,30.0,9.0,4.0,4.0,1.0,0.0,2.0,39.0,13.0,0,1
40.0,0.0,9.0,329733.0,0.0,54.0,11.0,4.0,4.0,1.0,4.0,4.0,39.0,4.0,1,0
40.0,0.0,14.0,294431.0,0.0,42.0,12.0,4.0,1.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,9.0,154410.0,0.0,39.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
40.0,0.0,10.0,125461.0,0.0,41.0,15.0,4.0,4.0,1.0,1.0,0.0,39.0,3.0,1,0
40.0,0.0,10.0,252079.0,0.0,49.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
40.0,0.0,10.0,159187.0,0.0,31.0,15.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
36.0,0.0,13.0,154568.0,0.0,30.0,9.0,1.0,4.0,1.0,0.0,2.0,40.0,3.0,1,0
84.0,0.0,9.0,300104.0,0.0,57.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,3.0,1,0
37.0,0.0,13.0,193047.0,0.0,46.0,9.0,4.0,7.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,12.0,114937.0,0.0,31.0,7.0,4.0,4.0,1.0,0.0,2.0,39.0,1.0,1,0
45.0,0.0,14.0,191411.0,0.0,47.0,12.0,1.0,4.0,1.0,0.0,2.0,19.0,10.0,0,1
35.0,0.0,16.0,177271.0,0.0,57.0,10.0,4.0,6.0,1.0,0.0,2.0,39.0,10.0,0,1
32.0,0.0,7.0,159908.0,0.0,61.0,1.0,4.0,7.0,0.0,4.0,6.0,39.0,8.0,1,0
40.0,0.0,16.0,71417.0,0.0,53.0,10.0,4.0,7.0,1.0,0.0,2.0,39.0,10.0,0,1
40.0,0.0,9.0,271262.0,0.0,50.0,11.0,4.0,4.0,1.0,0.0,2.0,39.0,14.0,1,0
